country,country_code_2_digit,country_code_3_digit,population,reported_date,confirmed cases_count,deaths_count,source
Turkey,TR,TUR,82003882,2020-04-18,4353,126,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-01-30,0,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-04-25,3122,109,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-05-08,11231,88,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-01-21,0,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-07-02,272,4,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-09-23,104,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-02-25,0,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-01-02,0,0,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-07-18,809,11,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-06-30,301,9,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-05-24,432,17,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-02-27,1,0,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-07-27,209,1,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-09-22,30,2,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-07-18,91,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-02-24,0,0,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-09-02,119,5,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-10-23,0,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-07-01,158,7,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-03-04,0,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-03-23,170,1,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-02-11,0,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-02-27,0,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-07-16,1,0,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-03-03,1,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-10-06,10,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-09-13,261,7,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-06-18,3,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-06-10,403,87,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2020-05-08,1,1,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-09-12,11,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-03-15,0,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-07-05,11,1,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-04-12,100,14,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-09-15,1008,14,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-04-05,4805,681,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2020-08-27,157,4,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-02-21,0,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-09-03,29,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-02-23,0,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-08-25,10,1,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-09-26,245,1,"Epidemic intelligence, national daily data"
Faroes,,,48865,2020-01-20,0,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-02-05,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-09-21,260,2,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-07-27,0,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-04-09,85,8,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-04-02,70,1,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-07-12,0,0,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2020-04-23,26,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-07-10,23,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-10-05,905,11,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-04-09,8,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-10-03,2563,19,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,2020-07-25,213,6,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-04-08,52,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-08-09,7,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-09-24,1,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-06-11,3,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-02-08,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-06-02,0,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-10-01,100,1,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-01-03,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-01-07,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-03-05,4,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-10-01,78,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-03-03,0,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-03-23,36,3,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-06-27,0,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-02-16,0,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-08-18,0,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-08-21,161,5,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-01-18,0,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-10-02,11325,113,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-01-15,0,0,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-02-18,0,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-10-11,509,4,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-03-13,406,2,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-04-15,8,1,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-06-10,8595,170,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-07-19,847,21,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-07-30,0,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-09-29,45,4,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-04-23,205,30,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-06-09,43,1,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-03-29,1,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-03-11,148,4,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-05-21,972,23,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-10-02,633,1,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-09-10,2659,8,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-01-04,0,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-04-18,4070,41,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-07-04,20,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-08-01,0,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-04-28,103,16,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-04-21,1,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-10-24,268,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-09-24,1767,72,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-09-22,251,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-06-22,36,1,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-06-01,0,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-01-22,0,0,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-03-11,151,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-10-08,672,5,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-05-12,146,1,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-08-21,0,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-01-21,0,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-01-12,0,0,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-02-18,0,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-07-21,196,8,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-05-12,1,0,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-05-30,81,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-10-17,0,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,2020-09-12,1,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-07-08,235,8,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-04-02,18,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-02-14,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-06-17,13,3,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-08-25,57,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-07-24,1,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-10-23,777,11,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-09-02,118,1,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-10-08,8,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-06-07,264,8,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-02-08,0,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-09-19,1972,7,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-07-04,1,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-07-28,324,3,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-07-14,1,1,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-10-06,0,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-02-17,0,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-09-28,0,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-05-25,0,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-04-22,2667,531,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-05-11,82,2,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-01-18,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-05-09,123,7,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-09-27,0,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,2020-06-19,0,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-02-20,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-01-06,0,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-08-03,548,10,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-09-14,1109,36,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-03-09,0,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-09-24,0,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-06-30,1,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-06-24,118,4,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-01-13,0,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-05-08,57,3,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-06-20,14,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-09-05,85,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-07-04,0,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-03-30,224,4,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-07-18,0,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-07-16,0,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-06-09,127,3,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-10-16,7,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-08-03,0,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-06-29,291,23,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-09-28,7867,99,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-10-17,2075,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-10-06,3426,101,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-02-03,0,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-05-14,10028,96,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-05-18,167,16,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-07-17,0,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-08-26,0,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-09-14,5449,94,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-01-17,0,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-04-22,0,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-05-10,2,1,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-05-10,18,3,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-08-22,161,5,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-09-06,9,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-04-11,18,1,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-10-10,128,1,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-07-09,8,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-05-21,74,2,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-02-26,0,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-07-27,137,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-05-12,476,65,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-07-01,523,10,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-05-01,38,1,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-04-27,873,5,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-02-19,0,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-07-13,83,4,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-10-07,406,6,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-03-18,92,3,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-09-20,212,0,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-08-31,0,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-07-04,96,2,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-08-12,718,13,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-02-18,0,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-07-21,108,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-02-04,0,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-04-20,37,2,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-04-20,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-06-14,45,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-09-13,4,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,2020-10-25,0,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-01-23,0,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-05-31,0,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-09-14,484,4,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-03-04,0,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-10-23,8,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-04-28,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-01-12,0,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-01-12,0,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-04-21,2,3,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2020-09-30,0,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-08-01,76,3,"Epidemic intelligence, national daily data"
